query_id;dop;execution_time;estimate_exec_time;query_used_mem;operator_mem;process_used_mem;estimate_work_mem;cstore_buffers;instance_mem;max_dynamic_memory;dynamic_startup_memory;init_used_memory;dynamic_peak_memory;other_memory;io_time;cpu_time;total_costs;operator_num;table_names;query_string;
55;2;2491.69;24;43008;6344;1041408;1048576;5334016;33554432;23449600;640000;646144;683008;0;0;0;424685;11;item,store_sales,date_dim;select  i_brand_id brand_id, i_brand brand,   sum(ss_ext_sales_price) ext_price  from date_dim, store_sales, item  where d_date_sk = ss_sold_date_sk   and ss_item_sk = i_item_sk   and i_manager_id=76   and d_moy=12   and d_year=1999  group by i_brand, i_brand_id  order by ext_price desc, i_brand_id limit 100 ;
56;2;31560.2;5203;28672;22746;2153472;1048576;5334016;33554432;23449600;640000;659456;668672;0;0;0;6.51138e+06;40;catalog_sales,web_sales,item,customer_address,date_dim,store_sales;with ss as (  select i_item_id,sum(ss_ext_sales_price) total_sales  from   store_sales,   date_dim,          customer_address,          item  where i_item_id in (select      i_item_id from item where i_color in ('blush','hot','orange'))  and     ss_item_sk              = i_item_sk  and     ss_sold_date_sk         = d_date_sk  and     d_year                  = 2000  and     d_moy                   = 5  and     ss_addr_sk              = ca_address_sk  and     ca_gmt_offset           = -5   group by i_item_id),  cs as (  select i_item_id,sum(cs_ext_sales_price) total_sales  from   catalog_sales,   date_dim,          customer_address,          item  where          i_item_id               in (select   i_item_id from item where i_color in ('blush','hot','orange'))  and     cs_item_sk              = i_item_sk  and     cs_sold_date_sk         = d_date_sk  and     d_year                  = 2000  and     d_moy                   = 5  and     cs_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5   group by i_item_id),  ws as (  select i_item_id,sum(ws_ext_sales_price) total_sales  from   web_sales,   date_dim,          customer_address,          item  where          i_item_id               in (select   i_item_id from item where i_color in ('blush','hot','orange'))  and     ws_item_sk              = i_item_sk  and     ws_sold_date_sk         = d_date_sk  and     d_year                  = 2000  and     d_moy                   = 5  and     ws_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5  group by i_item_id)   select  i_item_id ,sum(total_sales) total_sales  from  (select * from ss          union all         select * from cs          union all         select * from ws) tmp1  group by i_item_id  order by total_sales,           i_item_id  limit 100;
57;2;6918.95;8366;208896;339468;847872;1048576;5334016;33554432;23449600;640000;648192;848896;0;0;0;1.36406e+07;22;call_center,date_dim,catalog_sales,item;with v1 as(  select i_category, i_brand,         cc_name,         d_year, d_moy,         sum(cs_sales_price) sum_sales,         avg(sum(cs_sales_price)) over           (partition by i_category, i_brand,                      cc_name, d_year)           avg_monthly_sales,         rank() over           (partition by i_category, i_brand,                      cc_name            order by d_year, d_moy) rn  from item, catalog_sales, date_dim, call_center  where cs_item_sk = i_item_sk and        cs_sold_date_sk = d_date_sk and        cc_call_center_sk= cs_call_center_sk and        (          d_year = 1999 or          ( d_year = 1999-1 and d_moy =12) or          ( d_year = 1999+1 and d_moy =1)        )  group by i_category, i_brand,           cc_name , d_year, d_moy),  v2 as(  select v1.i_category, v1.i_brand         ,v1.d_year, v1.d_moy         ,v1.avg_monthly_sales         ,v1.sum_sales, v1_lag.sum_sales psum, v1_lead.sum_sales nsum  from v1, v1 v1_lag, v1 v1_lead  where v1.i_category = v1_lag.i_category and        v1.i_category = v1_lead.i_category and        v1.i_brand = v1_lag.i_brand and        v1.i_brand = v1_lead.i_brand and        v1. cc_name = v1_lag. cc_name and        v1. cc_name = v1_lead. cc_name and        v1.rn = v1_lag.rn + 1 and        v1.rn = v1_lead.rn - 1)   select  *  from v2  where  d_year = 1999 and         avg_monthly_sales > 0 and         case when avg_monthly_sales > 0 then abs(sum_sales - avg_monthly_sales) / avg_monthly_sales else null end > 0.1  order by sum_sales - avg_monthly_sales, nsum  limit 100;
58;2;1456.81;1970;226304;81555;1669120;1048576;5334016;33554432;23449600;640000;692224;866304;0;0;0;1.00084e+07;56;catalog_sales,date_dim,web_sales,item,store_sales;with ss_items as  (select i_item_id item_id         ,sum(ss_ext_sales_price) ss_item_rev   from store_sales      ,item      ,date_dim  where ss_item_sk = i_item_sk    and d_date in (select d_date                   from date_dim                   where d_week_seq = (select d_week_seq                                        from date_dim                                       where d_date = '2002-04-19'))    and ss_sold_date_sk   = d_date_sk  group by i_item_id),  cs_items as  (select i_item_id item_id         ,sum(cs_ext_sales_price) cs_item_rev   from catalog_sales       ,item       ,date_dim  where cs_item_sk = i_item_sk   and  d_date in (select d_date                   from date_dim                   where d_week_seq = (select d_week_seq                                        from date_dim                                       where d_date = '2002-04-19'))   and  cs_sold_date_sk = d_date_sk  group by i_item_id),  ws_items as  (select i_item_id item_id         ,sum(ws_ext_sales_price) ws_item_rev   from web_sales       ,item       ,date_dim  where ws_item_sk = i_item_sk   and  d_date in (select d_date                   from date_dim                   where d_week_seq =(select d_week_seq                                       from date_dim                                      where d_date = '2002-04-19'))   and ws_sold_date_sk   = d_date_sk  group by i_item_id)   select  ss_items.item_id        ,ss_item_rev        ,ss_item_rev/((ss_item_rev+cs_item_rev+ws_item_rev)/3) * 100 ss_dev        ,cs_item_rev        ,cs_item_rev/((ss_item_rev+cs_item_rev+ws_item_rev)/3) * 100 cs_dev        ,ws_item_rev        ,ws_item_rev/((ss_item_rev+cs_item_rev+ws_item_rev)/3) * 100 ws_dev        ,(ss_item_rev+cs_item_rev+ws_item_rev)/3 average  from ss_items,cs_items,ws_items  where ss_items.item_id=cs_items.item_id    and ss_items.item_id=ws_items.item_id     and ss_item_rev between 0.9 * cs_item_rev and 1.1 * cs_item_rev    and ss_item_rev between 0.9 * ws_item_rev and 1.1 * ws_item_rev    and cs_item_rev between 0.9 * ss_item_rev and 1.1 * ss_item_rev    and cs_item_rev between 0.9 * ws_item_rev and 1.1 * ws_item_rev    and ws_item_rev between 0.9 * ss_item_rev and 1.1 * ss_item_rev    and ws_item_rev between 0.9 * cs_item_rev and 1.1 * cs_item_rev  order by item_id          ,ss_item_rev  limit 100;
59;2;10876.2;12383;61440;49946;1152000;1048576;5334016;33554432;23449600;640000;650240;701440;0;0;0;9.07785e+06;27;date_dim,store_sales,store;with wss as   (select d_week_seq,         ss_store_sk,         sum(case when (d_day_name='Sunday') then ss_sales_price else null end) sun_sales,         sum(case when (d_day_name='Monday') then ss_sales_price else null end) mon_sales,         sum(case when (d_day_name='Tuesday') then ss_sales_price else  null end) tue_sales,         sum(case when (d_day_name='Wednesday') then ss_sales_price else null end) wed_sales,         sum(case when (d_day_name='Thursday') then ss_sales_price else null end) thu_sales,         sum(case when (d_day_name='Friday') then ss_sales_price else null end) fri_sales,         sum(case when (d_day_name='Saturday') then ss_sales_price else null end) sat_sales  from store_sales,date_dim  where d_date_sk = ss_sold_date_sk  group by d_week_seq,ss_store_sk  )   select  s_store_name1,s_store_id1,d_week_seq1        ,sun_sales1/sun_sales2,mon_sales1/mon_sales2        ,tue_sales1/tue_sales2,wed_sales1/wed_sales2,thu_sales1/thu_sales2        ,fri_sales1/fri_sales2,sat_sales1/sat_sales2  from  (select s_store_name s_store_name1,wss.d_week_seq d_week_seq1         ,s_store_id s_store_id1,sun_sales sun_sales1         ,mon_sales mon_sales1,tue_sales tue_sales1         ,wed_sales wed_sales1,thu_sales thu_sales1         ,fri_sales fri_sales1,sat_sales sat_sales1   from wss,store,date_dim d   where d.d_week_seq = wss.d_week_seq and         ss_store_sk = s_store_sk and          d_month_seq between 1202 and 1202 + 11) y,  (select s_store_name s_store_name2,wss.d_week_seq d_week_seq2         ,s_store_id s_store_id2,sun_sales sun_sales2         ,mon_sales mon_sales2,tue_sales tue_sales2         ,wed_sales wed_sales2,thu_sales thu_sales2         ,fri_sales fri_sales2,sat_sales sat_sales2   from wss,store,date_dim d   where d.d_week_seq = wss.d_week_seq and         ss_store_sk = s_store_sk and          d_month_seq between 1202+ 12 and 1202 + 23) x  where s_store_id1=s_store_id2    and d_week_seq1=d_week_seq2-52  order by s_store_name1,s_store_id1,d_week_seq1 limit 100;
60;2;3809.8;7465;36864;33506;2098176;1048576;5334016;33554432;23449600;640000;658432;676864;0;0;0;1.02922e+07;43;catalog_sales,web_sales,item,customer_address,date_dim,store_sales;with ss as (  select           i_item_id,sum(ss_ext_sales_price) total_sales  from   store_sales,   date_dim,          customer_address,          item  where          i_item_id in (select   i_item_id from  item where i_category in ('Music'))  and     ss_item_sk              = i_item_sk  and     ss_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 10  and     ss_addr_sk              = ca_address_sk  and     ca_gmt_offset           = -5   group by i_item_id),  cs as (  select           i_item_id,sum(cs_ext_sales_price) total_sales  from   catalog_sales,   date_dim,          customer_address,          item  where          i_item_id               in (select   i_item_id from  item where i_category in ('Music'))  and     cs_item_sk              = i_item_sk  and     cs_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 10  and     cs_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5   group by i_item_id),  ws as (  select           i_item_id,sum(ws_ext_sales_price) total_sales  from   web_sales,   date_dim,          customer_address,          item  where          i_item_id               in (select   i_item_id from  item where i_category in ('Music'))  and     ws_item_sk              = i_item_sk  and     ws_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 10  and     ws_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5  group by i_item_id)   select      i_item_id ,sum(total_sales) total_sales  from  (select * from ss          union all         select * from cs          union all         select * from ws) tmp1  group by i_item_id  order by i_item_id       ,total_sales  limit 100;
61;2;2411.32;2002;244736;45906;1876992;1048576;5334016;33554432;23449600;640000;735232;884736;0;0;0;1.21374e+07;42;item,customer,date_dim,customer_address,promotion,store,store_sales;select  promotions,total,cast(promotions as decimal(15,4))/cast(total as decimal(15,4))*100 from   (select sum(ss_ext_sales_price) promotions    from  store_sales         ,store         ,promotion         ,date_dim         ,customer         ,customer_address          ,item    where ss_sold_date_sk = d_date_sk    and   ss_store_sk = s_store_sk    and   ss_promo_sk = p_promo_sk    and   ss_customer_sk= c_customer_sk    and   ca_address_sk = c_current_addr_sk    and   ss_item_sk = i_item_sk     and   ca_gmt_offset = -6    and   i_category = 'Sports'    and   (p_channel_dmail = 'Y' or p_channel_email = 'Y' or p_channel_tv = 'Y')    and   s_gmt_offset = -6    and   d_year = 1998    and   d_moy  = 12) promotional_sales,   (select sum(ss_ext_sales_price) total    from  store_sales         ,store         ,date_dim         ,customer         ,customer_address         ,item    where ss_sold_date_sk = d_date_sk    and   ss_store_sk = s_store_sk    and   ss_customer_sk= c_customer_sk    and   ca_address_sk = c_current_addr_sk    and   ss_item_sk = i_item_sk    and   ca_gmt_offset = -6    and   i_category = 'Sports'    and   s_gmt_offset = -6    and   d_year = 1998    and   d_moy  = 12) all_sales order by promotions, total limit 100;
62;2;799.899;1025;103424;16164;502784;1048576;5334016;33554432;23449600;641024;661504;744448;0;0;0;2.56117e+06;22;date_dim,web_site,ship_mode,warehouse,web_sales;select      substr(w_warehouse_name,1,20)   ,sm_type   ,web_name   ,sum(case when (ws_ship_date_sk - ws_sold_date_sk <= 30 ) then 1 else 0 end)  as "30 days"    ,sum(case when (ws_ship_date_sk - ws_sold_date_sk > 30) and                   (ws_ship_date_sk - ws_sold_date_sk <= 60) then 1 else 0 end )  as "31-60 days"    ,sum(case when (ws_ship_date_sk - ws_sold_date_sk > 60) and                   (ws_ship_date_sk - ws_sold_date_sk <= 90) then 1 else 0 end)  as "61-90 days"    ,sum(case when (ws_ship_date_sk - ws_sold_date_sk > 90) and                  (ws_ship_date_sk - ws_sold_date_sk <= 120) then 1 else 0 end)  as "91-120 days"    ,sum(case when (ws_ship_date_sk - ws_sold_date_sk  > 120) then 1 else 0 end)  as ">120 days"  from    web_sales   ,warehouse   ,ship_mode   ,web_site   ,date_dim where     d_month_seq between 1211 and 1211 + 11 and ws_ship_date_sk   = d_date_sk and ws_warehouse_sk   = w_warehouse_sk and ws_ship_mode_sk   = sm_ship_mode_sk and ws_web_site_sk    = web_site_sk group by    substr(w_warehouse_name,1,20)   ,sm_type   ,web_name order by substr(w_warehouse_name,1,20)         ,sm_type        ,web_name limit 100;
63;2;28963.5;31;32768;9125;1370112;1048576;5334016;33554432;23449600;641024;650240;673792;0;0;0;395275;18;date_dim,store,store_sales,item;select  *  from (select i_manager_id              ,sum(ss_sales_price) sum_sales              ,avg(sum(ss_sales_price)) over (partition by i_manager_id) avg_monthly_sales       from item           ,store_sales           ,date_dim           ,store       where ss_item_sk = i_item_sk         and ss_sold_date_sk = d_date_sk         and ss_store_sk = s_store_sk         and d_month_seq in (1179,1179+1,1179+2,1179+3,1179+4,1179+5,1179+6,1179+7,1179+8,1179+9,1179+10,1179+11)         and ((    i_category in ('Books','Children','Electronics')               and i_class in ('personal','portable','reference','self-help')               and i_brand in ('scholaramalgamalg #14','scholaramalgamalg #7',                     'exportiunivamalg #9','scholaramalgamalg #9'))            or(    i_category in ('Women','Music','Men')               and i_class in ('accessories','classical','fragrances','pants')               and i_brand in ('amalgimporto #1','edu packscholar #1','exportiimporto #1',                    'importoamalg #1'))) group by i_manager_id, d_moy) tmp1 where case when avg_monthly_sales > 0 then abs (sum_sales - avg_monthly_sales) / avg_monthly_sales else null end > 0.1 order by i_manager_id         ,avg_monthly_sales         ,sum_sales limit 100;
64;2;113019;16079;1645568;1532078;3770368;1048576;5334016;33554432;23449600;640000;741376;2285568;0;0;0;1.68422e+07;66;item,income_band,customer_address,promotion,customer_demographics,date_dim,household_demographics,store,store_sales,store_returns,catalog_returns,customer,catalog_sales;with cs_ui as  (select cs_item_sk         ,sum(cs_ext_list_price) as sale,sum(cr_refunded_cash+cr_reversed_charge+cr_store_credit) as refund   from catalog_sales       ,catalog_returns   where cs_item_sk = cr_item_sk     and cs_order_number = cr_order_number   group by cs_item_sk   having sum(cs_ext_list_price)>2*sum(cr_refunded_cash+cr_reversed_charge+cr_store_credit)), cross_sales as  (select i_product_name product_name      ,i_item_sk item_sk      ,s_store_name store_name      ,s_zip store_zip      ,ad1.ca_street_number b_street_number      ,ad1.ca_street_name b_street_name      ,ad1.ca_city b_city      ,ad1.ca_zip b_zip      ,ad2.ca_street_number c_street_number      ,ad2.ca_street_name c_street_name      ,ad2.ca_city c_city      ,ad2.ca_zip c_zip      ,d1.d_year as syear      ,d2.d_year as fsyear      ,d3.d_year s2year      ,count(*) cnt      ,sum(ss_wholesale_cost) s1      ,sum(ss_list_price) s2      ,sum(ss_coupon_amt) s3   FROM   store_sales         ,store_returns         ,cs_ui         ,date_dim d1         ,date_dim d2         ,date_dim d3         ,store         ,customer         ,customer_demographics cd1         ,customer_demographics cd2         ,promotion         ,household_demographics hd1         ,household_demographics hd2         ,customer_address ad1         ,customer_address ad2         ,income_band ib1         ,income_band ib2         ,item   WHERE  ss_store_sk = s_store_sk AND          ss_sold_date_sk = d1.d_date_sk AND          ss_customer_sk = c_customer_sk AND          ss_cdemo_sk= cd1.cd_demo_sk AND          ss_hdemo_sk = hd1.hd_demo_sk AND          ss_addr_sk = ad1.ca_address_sk and          ss_item_sk = i_item_sk and          ss_item_sk = sr_item_sk and          ss_ticket_number = sr_ticket_number and          ss_item_sk = cs_ui.cs_item_sk and          c_current_cdemo_sk = cd2.cd_demo_sk AND          c_current_hdemo_sk = hd2.hd_demo_sk AND          c_current_addr_sk = ad2.ca_address_sk and          c_first_sales_date_sk = d2.d_date_sk and          c_first_shipto_date_sk = d3.d_date_sk and          ss_promo_sk = p_promo_sk and          hd1.hd_income_band_sk = ib1.ib_income_band_sk and          hd2.hd_income_band_sk = ib2.ib_income_band_sk and          cd1.cd_marital_status <> cd2.cd_marital_status and          i_color in ('lawn','blush','smoke','ghost','floral','chartreuse') and          i_current_price between 51 and 51 + 10 and          i_current_price between 51 + 1 and 51 + 15 group by i_product_name        ,i_item_sk        ,s_store_name        ,s_zip        ,ad1.ca_street_number        ,ad1.ca_street_name        ,ad1.ca_city        ,ad1.ca_zip        ,ad2.ca_street_number        ,ad2.ca_street_name        ,ad2.ca_city        ,ad2.ca_zip        ,d1.d_year        ,d2.d_year        ,d3.d_year ) select cs1.product_name      ,cs1.store_name      ,cs1.store_zip      ,cs1.b_street_number      ,cs1.b_street_name      ,cs1.b_city      ,cs1.b_zip      ,cs1.c_street_number      ,cs1.c_street_name      ,cs1.c_city      ,cs1.c_zip      ,cs1.syear      ,cs1.cnt      ,cs1.s1 as s11      ,cs1.s2 as s21      ,cs1.s3 as s31      ,cs2.s1 as s12      ,cs2.s2 as s22      ,cs2.s3 as s32      ,cs2.syear      ,cs2.cnt from cross_sales cs1,cross_sales cs2 where cs1.item_sk=cs2.item_sk and      cs1.syear = 2001 and      cs2.syear = 2001 + 1 and      cs2.cnt <= cs1.cnt and      cs1.store_name = cs2.store_name and      cs1.store_zip = cs2.store_zip order by cs1.product_name        ,cs1.store_name        ,cs2.cnt        ,cs1.s1        ,cs2.s1;
65;2;2727.9;4539;654336;527592;1286144;1048576;5334016;33554432;23449600;640000;701440;1294336;0;0;0;1.49244e+07;30;date_dim,item,store_sales,store;select   s_store_name,  i_item_desc,  sc.revenue,  i_current_price,  i_wholesale_cost,  i_brand  from store, item,      (select ss_store_sk, avg(revenue) as ave   from       (select  ss_store_sk, ss_item_sk,          sum(ss_sales_price) as revenue    from store_sales, date_dim    where ss_sold_date_sk = d_date_sk and d_month_seq between 1212 and 1212+11    group by ss_store_sk, ss_item_sk) sa   group by ss_store_sk) sb,      (select  ss_store_sk, ss_item_sk, sum(ss_sales_price) as revenue   from store_sales, date_dim   where ss_sold_date_sk = d_date_sk and d_month_seq between 1212 and 1212+11   group by ss_store_sk, ss_item_sk) sc  where sb.ss_store_sk = sc.ss_store_sk and         sc.revenue <= 0.1 * sb.ave and        s_store_sk = sc.ss_store_sk and        i_item_sk = sc.ss_item_sk  order by s_store_name, i_item_desc limit 100;
66;2;1121.76;10;294912;76054;1932288;1048576;5334016;33554432;23449600;640000;735232;934912;0;0;0;6.52844e+06;38;catalog_sales,ship_mode,time_dim,date_dim,warehouse,web_sales;select             w_warehouse_name   ,w_warehouse_sq_ft   ,w_city   ,w_county   ,w_state   ,w_country         ,ship_carriers         ,year   ,sum(jan_sales) as jan_sales   ,sum(feb_sales) as feb_sales   ,sum(mar_sales) as mar_sales   ,sum(apr_sales) as apr_sales   ,sum(may_sales) as may_sales   ,sum(jun_sales) as jun_sales   ,sum(jul_sales) as jul_sales   ,sum(aug_sales) as aug_sales   ,sum(sep_sales) as sep_sales   ,sum(oct_sales) as oct_sales   ,sum(nov_sales) as nov_sales   ,sum(dec_sales) as dec_sales   ,sum(jan_sales/w_warehouse_sq_ft) as jan_sales_per_sq_foot   ,sum(feb_sales/w_warehouse_sq_ft) as feb_sales_per_sq_foot   ,sum(mar_sales/w_warehouse_sq_ft) as mar_sales_per_sq_foot   ,sum(apr_sales/w_warehouse_sq_ft) as apr_sales_per_sq_foot   ,sum(may_sales/w_warehouse_sq_ft) as may_sales_per_sq_foot   ,sum(jun_sales/w_warehouse_sq_ft) as jun_sales_per_sq_foot   ,sum(jul_sales/w_warehouse_sq_ft) as jul_sales_per_sq_foot   ,sum(aug_sales/w_warehouse_sq_ft) as aug_sales_per_sq_foot   ,sum(sep_sales/w_warehouse_sq_ft) as sep_sales_per_sq_foot   ,sum(oct_sales/w_warehouse_sq_ft) as oct_sales_per_sq_foot   ,sum(nov_sales/w_warehouse_sq_ft) as nov_sales_per_sq_foot   ,sum(dec_sales/w_warehouse_sq_ft) as dec_sales_per_sq_foot   ,sum(jan_net) as jan_net   ,sum(feb_net) as feb_net   ,sum(mar_net) as mar_net   ,sum(apr_net) as apr_net   ,sum(may_net) as may_net   ,sum(jun_net) as jun_net   ,sum(jul_net) as jul_net   ,sum(aug_net) as aug_net   ,sum(sep_net) as sep_net   ,sum(oct_net) as oct_net   ,sum(nov_net) as nov_net   ,sum(dec_net) as dec_net  from (      select    w_warehouse_name   ,w_warehouse_sq_ft   ,w_city   ,w_county   ,w_state   ,w_country   ,'ZOUROS' || ',' || 'ZHOU' as ship_carriers        ,d_year as year   ,sum(case when d_moy = 1     then ws_sales_price* ws_quantity else 0 end) as jan_sales   ,sum(case when d_moy = 2     then ws_sales_price* ws_quantity else 0 end) as feb_sales   ,sum(case when d_moy = 3     then ws_sales_price* ws_quantity else 0 end) as mar_sales   ,sum(case when d_moy = 4     then ws_sales_price* ws_quantity else 0 end) as apr_sales   ,sum(case when d_moy = 5     then ws_sales_price* ws_quantity else 0 end) as may_sales   ,sum(case when d_moy = 6     then ws_sales_price* ws_quantity else 0 end) as jun_sales   ,sum(case when d_moy = 7     then ws_sales_price* ws_quantity else 0 end) as jul_sales   ,sum(case when d_moy = 8     then ws_sales_price* ws_quantity else 0 end) as aug_sales   ,sum(case when d_moy = 9     then ws_sales_price* ws_quantity else 0 end) as sep_sales   ,sum(case when d_moy = 10     then ws_sales_price* ws_quantity else 0 end) as oct_sales   ,sum(case when d_moy = 11    then ws_sales_price* ws_quantity else 0 end) as nov_sales   ,sum(case when d_moy = 12    then ws_sales_price* ws_quantity else 0 end) as dec_sales   ,sum(case when d_moy = 1     then ws_net_paid * ws_quantity else 0 end) as jan_net   ,sum(case when d_moy = 2    then ws_net_paid * ws_quantity else 0 end) as feb_net   ,sum(case when d_moy = 3     then ws_net_paid * ws_quantity else 0 end) as mar_net   ,sum(case when d_moy = 4     then ws_net_paid * ws_quantity else 0 end) as apr_net   ,sum(case when d_moy = 5     then ws_net_paid * ws_quantity else 0 end) as may_net   ,sum(case when d_moy = 6     then ws_net_paid * ws_quantity else 0 end) as jun_net   ,sum(case when d_moy = 7     then ws_net_paid * ws_quantity else 0 end) as jul_net   ,sum(case when d_moy = 8     then ws_net_paid * ws_quantity else 0 end) as aug_net   ,sum(case when d_moy = 9     then ws_net_paid * ws_quantity else 0 end) as sep_net   ,sum(case when d_moy = 10     then ws_net_paid * ws_quantity else 0 end) as oct_net   ,sum(case when d_moy = 11    then ws_net_paid * ws_quantity else 0 end) as nov_net   ,sum(case when d_moy = 12    then ws_net_paid * ws_quantity else 0 end) as dec_net      from           web_sales          ,warehouse          ,date_dim          ,time_dim     ,ship_mode      where             ws_warehouse_sk =  w_warehouse_sk         and ws_sold_date_sk = d_date_sk         and ws_sold_time_sk = t_time_sk   and ws_ship_mode_sk = sm_ship_mode_sk         and d_year = 2000   and t_time between 18479 and 18479+28800    and sm_carrier in ('ZOUROS','ZHOU')      group by          w_warehouse_name   ,w_warehouse_sq_ft   ,w_city   ,w_county   ,w_state   ,w_country        ,d_year  union all      select    w_warehouse_name   ,w_warehouse_sq_ft   ,w_city   ,w_county   ,w_state   ,w_country   ,'ZOUROS' || ',' || 'ZHOU' as ship_carriers        ,d_year as year   ,sum(case when d_moy = 1     then cs_ext_sales_price* cs_quantity else 0 end) as jan_sales   ,sum(case when d_moy = 2     then cs_ext_sales_price* cs_quantity else 0 end) as feb_sales   ,sum(case when d_moy = 3     then cs_ext_sales_price* cs_quantity else 0 end) as mar_sales   ,sum(case when d_moy = 4     then cs_ext_sales_price* cs_quantity else 0 end) as apr_sales   ,sum(case when d_moy = 5     then cs_ext_sales_price* cs_quantity else 0 end) as may_sales   ,sum(case when d_moy = 6     then cs_ext_sales_price* cs_quantity else 0 end) as jun_sales   ,sum(case when d_moy = 7     then cs_ext_sales_price* cs_quantity else 0 end) as jul_sales   ,sum(case when d_moy = 8     then cs_ext_sales_price* cs_quantity else 0 end) as aug_sales   ,sum(case when d_moy = 9     then cs_ext_sales_price* cs_quantity else 0 end) as sep_sales   ,sum(case when d_moy = 10     then cs_ext_sales_price* cs_quantity else 0 end) as oct_sales   ,sum(case when d_moy = 11    then cs_ext_sales_price* cs_quantity else 0 end) as nov_sales   ,sum(case when d_moy = 12    then cs_ext_sales_price* cs_quantity else 0 end) as dec_sales   ,sum(case when d_moy = 1     then cs_net_paid_inc_ship * cs_quantity else 0 end) as jan_net   ,sum(case when d_moy = 2     then cs_net_paid_inc_ship * cs_quantity else 0 end) as feb_net   ,sum(case when d_moy = 3     then cs_net_paid_inc_ship * cs_quantity else 0 end) as mar_net   ,sum(case when d_moy = 4     then cs_net_paid_inc_ship * cs_quantity else 0 end) as apr_net   ,sum(case when d_moy = 5     then cs_net_paid_inc_ship * cs_quantity else 0 end) as may_net   ,sum(case when d_moy = 6     then cs_net_paid_inc_ship * cs_quantity else 0 end) as jun_net   ,sum(case when d_moy = 7     then cs_net_paid_inc_ship * cs_quantity else 0 end) as jul_net   ,sum(case when d_moy = 8     then cs_net_paid_inc_ship * cs_quantity else 0 end) as aug_net   ,sum(case when d_moy = 9     then cs_net_paid_inc_ship * cs_quantity else 0 end) as sep_net   ,sum(case when d_moy = 10     then cs_net_paid_inc_ship * cs_quantity else 0 end) as oct_net   ,sum(case when d_moy = 11    then cs_net_paid_inc_ship * cs_quantity else 0 end) as nov_net   ,sum(case when d_moy = 12    then cs_net_paid_inc_ship * cs_quantity else 0 end) as dec_net      from           catalog_sales          ,warehouse          ,date_dim          ,time_dim    ,ship_mode      where             cs_warehouse_sk =  w_warehouse_sk         and cs_sold_date_sk = d_date_sk         and cs_sold_time_sk = t_time_sk   and cs_ship_mode_sk = sm_ship_mode_sk         and d_year = 2000   and t_time between 18479 AND 18479+28800    and sm_carrier in ('ZOUROS','ZHOU')      group by          w_warehouse_name   ,w_warehouse_sq_ft   ,w_city   ,w_county   ,w_state   ,w_country        ,d_year  ) x  group by          w_warehouse_name   ,w_warehouse_sq_ft   ,w_city   ,w_county   ,w_state   ,w_country   ,ship_carriers        ,year  order by w_warehouse_name  limit 100;
67;2;112465;24;2281472;3222003;1545216;1048576;5334016;33554432;23449600;640000;664576;2921472;0;0;0;1.33835e+08;28;item,date_dim,store,store_sales;select  * from (select i_category             ,i_class             ,i_brand             ,i_product_name             ,d_year             ,d_qoy             ,d_moy             ,s_store_id             ,sumsales             ,rank() over (partition by i_category order by sumsales desc) rk       from (select i_category                   ,i_class                   ,i_brand                   ,i_product_name                   ,d_year                   ,d_qoy                   ,d_moy                   ,s_store_id                   ,sum(coalesce(ss_sales_price*ss_quantity,0)) sumsales             from store_sales                 ,date_dim                 ,store                 ,item        where  ss_sold_date_sk=d_date_sk           and ss_item_sk=i_item_sk           and ss_store_sk = s_store_sk           and d_month_seq between 1192 and 1192+11        group by  rollup(i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy,s_store_id))dw1) dw2 where rk <= 100 order by i_category         ,i_class         ,i_brand         ,i_product_name         ,d_year         ,d_qoy         ,d_moy         ,s_store_id         ,sumsales         ,rk limit 100;
