query_id;dop;execution_time;executor_start_time;query_used_mem;operator_mem;process_used_mem;estimate_work_mem;cstore_buffers;instance_mem;max_dynamic_memory;dynamic_startup_memory;init_used_memory;dynamic_peak_memory;other_memory;io_time;cpu_time;total_costs;operator_num;table_names;query_string;Unnamed: 21
73;8;4709.0;20.754;385024;51527;22980608;52428800;104857600;524288000;300350464;1746944;1866752;2131968;1548288;0;0;10958400.0;19;date_dim,household_demographics,store,store_sales,customer;select c_last_name        ,c_first_name        ,c_salutation        ,c_preferred_cust_flag         ,ss_ticket_number        ,cnt from    (select ss_ticket_number           ,ss_customer_sk           ,count(*) cnt     from store_sales,date_dim,store,household_demographics     where store_sales.ss_sold_date_sk = date_dim.d_date_sk     and store_sales.ss_store_sk = store.s_store_sk       and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk     and date_dim.d_dom between 1 and 2      and (household_demographics.hd_buy_potential = '1001-5000' or          household_demographics.hd_buy_potential = 'Unknown')     and household_demographics.hd_vehicle_count > 0     and case when household_demographics.hd_vehicle_count > 0 then               household_demographics.hd_dep_count/ household_demographics.hd_vehicle_count else null end > 1     and date_dim.d_year in (1999,1999+1,1999+2)     and store.s_county in ('Fairfield County','Daviess County','Richland County','Luce County')     group by ss_ticket_number,ss_customer_sk) dj,customer     where ss_customer_sk = c_customer_sk       and cnt between 1 and 5     order by cnt desc, c_last_name asc;
74;8;20398.8;368.639;3998720;5480316;28891136;52428800;104857600;524288000;300350464;1746944;3681280;5745664;4808704;0;0;2887370000.0;61;web_sales,date_dim,store_sales,customer;with year_total as (  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,d_year as year        ,stddev_samp(ss_net_paid) year_total        ,'s' sale_type  from customer      ,store_sales      ,date_dim  where c_customer_sk = ss_customer_sk    and ss_sold_date_sk = d_date_sk    and d_year in (2001,2001+1)  group by c_customer_id          ,c_first_name          ,c_last_name          ,d_year  union all  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,d_year as year        ,stddev_samp(ws_net_paid) year_total        ,'w' sale_type  from customer      ,web_sales      ,date_dim  where c_customer_sk = ws_bill_customer_sk    and ws_sold_date_sk = d_date_sk    and d_year in (2001,2001+1)  group by c_customer_id          ,c_first_name          ,c_last_name          ,d_year          )   select          t_s_secyear.customer_id, t_s_secyear.customer_first_name, t_s_secyear.customer_last_name  from year_total t_s_firstyear      ,year_total t_s_secyear      ,year_total t_w_firstyear      ,year_total t_w_secyear  where t_s_secyear.customer_id = t_s_firstyear.customer_id          and t_s_firstyear.customer_id = t_w_secyear.customer_id          and t_s_firstyear.customer_id = t_w_firstyear.customer_id          and t_s_firstyear.sale_type = 's'          and t_w_firstyear.sale_type = 'w'          and t_s_secyear.sale_type = 's'          and t_w_secyear.sale_type = 'w'          and t_s_firstyear.year = 2001          and t_s_secyear.year = 2001+1          and t_w_firstyear.year = 2001          and t_w_secyear.year = 2001+1          and t_s_firstyear.year_total > 0          and t_w_firstyear.year_total > 0          and case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else null end            > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else null end  order by 1,3,2 limit 100;
75;8;19708.1;781.623;13058048;11092143;40047616;52428800;104857600;524288000;300350464;1746944;5689344;14804992;4354048;0;0;141110000.0;88;store_sales,store_returns,catalog_returns,date_dim,web_returns,web_sales,item,catalog_sales;WITH all_sales AS (  SELECT d_year        ,i_brand_id        ,i_class_id        ,i_category_id        ,i_manufact_id        ,SUM(sales_cnt) AS sales_cnt        ,SUM(sales_amt) AS sales_amt  FROM (SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,cs_quantity - COALESCE(cr_return_quantity,0) AS sales_cnt              ,cs_ext_sales_price - COALESCE(cr_return_amount,0.0) AS sales_amt        FROM catalog_sales JOIN item ON i_item_sk=cs_item_sk                           JOIN date_dim ON d_date_sk=cs_sold_date_sk                           LEFT JOIN catalog_returns ON (cs_order_number=cr_order_number                                                      AND cs_item_sk=cr_item_sk)        WHERE i_category='Shoes'        UNION        SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,ss_quantity - COALESCE(sr_return_quantity,0) AS sales_cnt              ,ss_ext_sales_price - COALESCE(sr_return_amt,0.0) AS sales_amt        FROM store_sales JOIN item ON i_item_sk=ss_item_sk                         JOIN date_dim ON d_date_sk=ss_sold_date_sk                         LEFT JOIN store_returns ON (ss_ticket_number=sr_ticket_number                                                  AND ss_item_sk=sr_item_sk)        WHERE i_category='Shoes'        UNION        SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,ws_quantity - COALESCE(wr_return_quantity,0) AS sales_cnt              ,ws_ext_sales_price - COALESCE(wr_return_amt,0.0) AS sales_amt        FROM web_sales JOIN item ON i_item_sk=ws_item_sk                       JOIN date_dim ON d_date_sk=ws_sold_date_sk                       LEFT JOIN web_returns ON (ws_order_number=wr_order_number                                              AND ws_item_sk=wr_item_sk)        WHERE i_category='Shoes') sales_detail  GROUP BY d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id)  SELECT  prev_yr.d_year AS prev_year                           ,curr_yr.d_year AS year                           ,curr_yr.i_brand_id                           ,curr_yr.i_class_id                           ,curr_yr.i_category_id                           ,curr_yr.i_manufact_id                           ,prev_yr.sales_cnt AS prev_yr_cnt                           ,curr_yr.sales_cnt AS curr_yr_cnt                           ,curr_yr.sales_cnt-prev_yr.sales_cnt AS sales_cnt_diff                           ,curr_yr.sales_amt-prev_yr.sales_amt AS sales_amt_diff  FROM all_sales curr_yr, all_sales prev_yr  WHERE curr_yr.i_brand_id=prev_yr.i_brand_id    AND curr_yr.i_class_id=prev_yr.i_class_id    AND curr_yr.i_category_id=prev_yr.i_category_id    AND curr_yr.i_manufact_id=prev_yr.i_manufact_id    AND curr_yr.d_year=2000    AND prev_yr.d_year=2000-1    AND CAST(curr_yr.sales_cnt AS DECIMAL(17,2))/CAST(prev_yr.sales_cnt AS DECIMAL(17,2))<0.9  ORDER BY sales_cnt_diff,sales_amt_diff  limit 100;
77;8;78335.2;8.736;82944;23099;40926208;52428800;104857600;524288000;300350464;1746944;1771520;1829888;2018304;0;0;86770600.0;55;web_returns,web_sales,catalog_sales,web_page,catalog_returns,store_returns,date_dim,store,store_sales;with ss as  (select s_store_sk,          sum(ss_ext_sales_price) as sales,          sum(ss_net_profit) as profit  from store_sales,       date_dim,       store  where ss_sold_date_sk = d_date_sk        and d_date between cast('1998-08-27' as date)                    and (cast('1998-08-27' as date) +  30 )         and ss_store_sk = s_store_sk  group by s_store_sk)  ,  sr as  (select s_store_sk,          sum(sr_return_amt) as returns,          sum(sr_net_loss) as profit_loss  from store_returns,       date_dim,       store  where sr_returned_date_sk = d_date_sk        and d_date between cast('1998-08-27' as date)                   and (cast('1998-08-27' as date) +  30 )        and sr_store_sk = s_store_sk  group by s_store_sk),   cs as  (select cs_call_center_sk,         sum(cs_ext_sales_price) as sales,         sum(cs_net_profit) as profit  from catalog_sales,       date_dim  where cs_sold_date_sk = d_date_sk        and d_date between cast('1998-08-27' as date)                   and (cast('1998-08-27' as date) +  30 )  group by cs_call_center_sk   ),   cr as  (select cr_call_center_sk,          sum(cr_return_amount) as returns,          sum(cr_net_loss) as profit_loss  from catalog_returns,       date_dim  where cr_returned_date_sk = d_date_sk        and d_date between cast('1998-08-27' as date)                   and (cast('1998-08-27' as date) +  30 )  group by cr_call_center_sk  ),   ws as  ( select wp_web_page_sk,         sum(ws_ext_sales_price) as sales,         sum(ws_net_profit) as profit  from web_sales,       date_dim,       web_page  where ws_sold_date_sk = d_date_sk        and d_date between cast('1998-08-27' as date)                   and (cast('1998-08-27' as date) +  30 )        and ws_web_page_sk = wp_web_page_sk  group by wp_web_page_sk),   wr as  (select wp_web_page_sk,         sum(wr_return_amt) as returns,         sum(wr_net_loss) as profit_loss  from web_returns,       date_dim,       web_page  where wr_returned_date_sk = d_date_sk        and d_date between cast('1998-08-27' as date)                   and (cast('1998-08-27' as date) +  30 )        and wr_web_page_sk = wp_web_page_sk  group by wp_web_page_sk)   select  channel         , id         , sum(sales) as sales         , sum(returns) as returns         , sum(profit) as profit  from   (select 'store channel' as channel         , ss.s_store_sk as id         , sales         , coalesce(returns, 0) as returns         , (profit - coalesce(profit_loss,0)) as profit  from   ss left join sr         on  ss.s_store_sk = sr.s_store_sk  union all  select 'catalog channel' as channel         , cs_call_center_sk as id         , sales         , returns         , (profit - profit_loss) as profit  from  cs        , cr  union all  select 'web channel' as channel         , ws.wp_web_page_sk as id         , sales         , coalesce(returns, 0) as returns         , (profit - coalesce(profit_loss,0)) as profit  from   ws left join wr         on  ws.wp_web_page_sk = wr.wp_web_page_sk  ) x  group by rollup (channel, id)  order by channel          ,id  limit 100;
79;8;12202.8;22.489;861184;512502;36685824;52428800;104857600;524288000;300350464;1746944;1843200;2608128;3160064;0;0;27004800.0;21;date_dim,household_demographics,store,store_sales,customer;select    c_last_name,c_first_name,substr(s_city,1,30),ss_ticket_number,amt,profit   from    (select ss_ticket_number           ,ss_customer_sk           ,store.s_city           ,sum(ss_coupon_amt) amt           ,sum(ss_net_profit) profit     from store_sales,date_dim,store,household_demographics     where store_sales.ss_sold_date_sk = date_dim.d_date_sk     and store_sales.ss_store_sk = store.s_store_sk       and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk     and (household_demographics.hd_dep_count = 5 or household_demographics.hd_vehicle_count > 1)     and date_dim.d_dow = 1     and date_dim.d_year in (2000,2000+1,2000+2)      and store.s_number_employees between 200 and 295     group by ss_ticket_number,ss_customer_sk,ss_addr_sk,store.s_city) ms,customer     where ss_customer_sk = c_customer_sk  order by c_last_name,c_first_name,substr(s_city,1,30), profit limit 100;
80;8;3022780.0;15.124;3421184;7131092;50171904;52428800;104857600;524288000;300350464;1746944;1779712;5168128;2334720;0;0;52857700.0;50;catalog_page,web_site,catalog_sales,promotion,web_returns,web_sales,item,date_dim,catalog_returns,store_returns,store,store_sales;with ssr as  (select  s_store_id as store_id,           sum(ss_ext_sales_price) as sales,           sum(coalesce(sr_return_amt, 0)) as returns,           sum(ss_net_profit - coalesce(sr_net_loss, 0)) as profit   from store_sales left outer join store_returns on          (ss_item_sk = sr_item_sk and ss_ticket_number = sr_ticket_number),      date_dim,      store,      item,      promotion  where ss_sold_date_sk = d_date_sk        and d_date between cast('2002-08-04' as date)                    and (cast('2002-08-04' as date) +  30 )        and ss_store_sk = s_store_sk        and ss_item_sk = i_item_sk        and i_current_price > 50        and ss_promo_sk = p_promo_sk        and p_channel_tv = 'N'  group by s_store_id)  ,  csr as  (select  cp_catalog_page_id as catalog_page_id,           sum(cs_ext_sales_price) as sales,           sum(coalesce(cr_return_amount, 0)) as returns,           sum(cs_net_profit - coalesce(cr_net_loss, 0)) as profit   from catalog_sales left outer join catalog_returns on          (cs_item_sk = cr_item_sk and cs_order_number = cr_order_number),      date_dim,      catalog_page,      item,      promotion  where cs_sold_date_sk = d_date_sk        and d_date between cast('2002-08-04' as date)                   and (cast('2002-08-04' as date) +  30 )         and cs_catalog_page_sk = cp_catalog_page_sk        and cs_item_sk = i_item_sk        and i_current_price > 50        and cs_promo_sk = p_promo_sk        and p_channel_tv = 'N' group by cp_catalog_page_id)  ,  wsr as  (select  web_site_id,           sum(ws_ext_sales_price) as sales,           sum(coalesce(wr_return_amt, 0)) as returns,           sum(ws_net_profit - coalesce(wr_net_loss, 0)) as profit   from web_sales left outer join web_returns on          (ws_item_sk = wr_item_sk and ws_order_number = wr_order_number),      date_dim,      web_site,      item,      promotion  where ws_sold_date_sk = d_date_sk        and d_date between cast('2002-08-04' as date)                   and (cast('2002-08-04' as date) +  30 )         and ws_web_site_sk = web_site_sk        and ws_item_sk = i_item_sk        and i_current_price > 50        and ws_promo_sk = p_promo_sk        and p_channel_tv = 'N' group by web_site_id)   select  channel         , id         , sum(sales) as sales         , sum(returns) as returns         , sum(profit) as profit  from   (select 'store channel' as channel         , 'store' || store_id as id         , sales         , returns         , profit  from   ssr  union all  select 'catalog channel' as channel         , 'catalog_page' || catalog_page_id as id         , sales         , returns         , profit  from  csr  union all  select 'web channel' as channel         , 'web_site' || web_site_id as id         , sales         , returns         , profit  from   wsr  ) x  group by rollup (channel, id)  order by channel          ,id  limit 100;
81;8;14264.0;4.031;575488;579343;12858368;52428800;104857600;524288000;300350464;1746944;1755136;2322432;465920;0;0;4100320.0;23;date_dim,catalog_returns,customer,customer_address;with customer_total_return as  (select cr_returning_customer_sk as ctr_customer_sk         ,ca_state as ctr_state,    sum(cr_return_amt_inc_tax) as ctr_total_return  from catalog_returns      ,date_dim      ,customer_address  where cr_returned_date_sk = d_date_sk     and d_year =2001    and cr_returning_addr_sk = ca_address_sk   group by cr_returning_customer_sk          ,ca_state )   select  c_customer_id,c_salutation,c_first_name,c_last_name,ca_street_number,ca_street_name                    ,ca_street_type,ca_suite_number,ca_city,ca_county,ca_state,ca_zip,ca_country,ca_gmt_offset                   ,ca_location_type,ctr_total_return  from customer_total_return ctr1      ,customer_address      ,customer  where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2       from customer_total_return ctr2                       where ctr1.ctr_state = ctr2.ctr_state)        and ca_address_sk = c_current_addr_sk        and ca_state = 'IA'        and ctr1.ctr_customer_sk = c_customer_sk  order by c_customer_id,c_salutation,c_first_name,c_last_name,ca_street_number,ca_street_name                    ,ca_street_type,ca_suite_number,ca_city,ca_county,ca_state,ca_zip,ca_country,ca_gmt_offset                   ,ca_location_type,ctr_total_return  limit 100;
82;8;3680.75;43.646;398336;90536;18171904;52428800;104857600;524288000;300350464;1746944;1925120;2145280;2286592;0;0;7059700.0;17;store_sales,date_dim,inventory,item;select  i_item_id        ,i_item_desc        ,i_current_price  from item, inventory, date_dim, store_sales  where i_current_price between 73 and 73+30  and inv_item_sk = i_item_sk  and d_date_sk=inv_date_sk  and d_date between cast('2002-03-23' as date) and (cast('2002-03-23' as date) +  60 )  and i_manufact_id in (82,515,918,297)  and inv_quantity_on_hand between 100 and 500  and ss_item_sk = i_item_sk  group by i_item_id,i_item_desc,i_current_price  order by i_item_id  limit 100;
83;8;804.727;85.816;659456;89182;13587456;52428800;104857600;524288000;300350464;1746944;2215936;2406400;1217536;0;0;4876610000.0;49;date_dim,web_returns,item,catalog_returns,store_returns;with sr_items as  (select i_item_id item_id,         sum(sr_return_quantity) sr_item_qty  from store_returns,       item,       date_dim  where sr_item_sk = i_item_sk  and   d_date    in   (select d_date  from date_dim  where d_week_seq in    (select d_week_seq   from date_dim    where d_date in ('1998-02-24','1998-10-12','1998-11-22')))  and   sr_returned_date_sk   = d_date_sk  group by i_item_id),  cr_items as  (select i_item_id item_id,         sum(cr_return_quantity) cr_item_qty  from catalog_returns,       item,       date_dim  where cr_item_sk = i_item_sk  and   d_date    in   (select d_date  from date_dim  where d_week_seq in    (select d_week_seq   from date_dim    where d_date in ('1998-02-24','1998-10-12','1998-11-22')))  and   cr_returned_date_sk   = d_date_sk  group by i_item_id),  wr_items as  (select i_item_id item_id,         sum(wr_return_quantity) wr_item_qty  from web_returns,       item,       date_dim  where wr_item_sk = i_item_sk  and   d_date    in   (select d_date  from date_dim  where d_week_seq in    (select d_week_seq   from date_dim   where d_date in ('1998-02-24','1998-10-12','1998-11-22')))  and   wr_returned_date_sk   = d_date_sk  group by i_item_id)   select  sr_items.item_id        ,sr_item_qty        ,sr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 sr_dev        ,cr_item_qty        ,cr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 cr_dev        ,wr_item_qty        ,wr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 wr_dev        ,(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 average  from sr_items      ,cr_items      ,wr_items  where sr_items.item_id=cr_items.item_id    and sr_items.item_id=wr_items.item_id   order by sr_items.item_id          ,sr_item_qty  limit 100;
84;8;483.451;78.487;457728;69478;13095936;52428800;104857600;524288000;300350464;1746944;2044928;2204672;1402880;0;0;1561270.0;21;store_returns,income_band,household_demographics,customer_demographics,customer_address,customer;select  c_customer_id as customer_id        , coalesce(c_last_name,'') || ', ' || coalesce(c_first_name,'') as customername  from customer      ,customer_address      ,customer_demographics      ,household_demographics      ,income_band      ,store_returns  where ca_city         =  'Oak Hill'    and c_current_addr_sk = ca_address_sk    and ib_lower_bound   >=  47241    and ib_upper_bound   <=  47241 + 50000    and ib_income_band_sk = hd_income_band_sk    and cd_demo_sk = c_current_cdemo_sk    and hd_demo_sk = c_current_hdemo_sk    and sr_cdemo_sk = cd_demo_sk  order by c_customer_id  limit 100;
85;8;39812.1;92.274;6219776;5885303;18196480;52428800;104857600;524288000;300350464;1746944;2253824;7966720;1230848;0;0;8085460.0;37;reason,date_dim,customer_address,customer_demographics,web_page,web_returns,web_sales;select  substr(r_reason_desc,1,20)        ,avg(ws_quantity)        ,avg(wr_refunded_cash)        ,avg(wr_fee)  from web_sales, web_returns, web_page, customer_demographics cd1,       customer_demographics cd2, customer_address, date_dim, reason   where ws_web_page_sk = wp_web_page_sk    and ws_item_sk = wr_item_sk    and ws_order_number = wr_order_number    and ws_sold_date_sk = d_date_sk and d_year = 1998    and cd1.cd_demo_sk = wr_refunded_cdemo_sk     and cd2.cd_demo_sk = wr_returning_cdemo_sk    and ca_address_sk = wr_refunded_addr_sk    and r_reason_sk = wr_reason_sk    and    (     (      cd1.cd_marital_status = 'D'      and      cd1.cd_marital_status = cd2.cd_marital_status      and      cd1.cd_education_status = 'Secondary'      and       cd1.cd_education_status = cd2.cd_education_status      and      ws_sales_price between 100.00 and 150.00     )    or     (      cd1.cd_marital_status = 'S'      and      cd1.cd_marital_status = cd2.cd_marital_status      and      cd1.cd_education_status = 'College'       and      cd1.cd_education_status = cd2.cd_education_status      and      ws_sales_price between 50.00 and 100.00     )    or     (      cd1.cd_marital_status = 'W'      and      cd1.cd_marital_status = cd2.cd_marital_status      and      cd1.cd_education_status = 'Primary'      and      cd1.cd_education_status = cd2.cd_education_status      and      ws_sales_price between 150.00 and 200.00     )    )    and    (     (      ca_country = 'United States'      and      ca_state in ('SD', 'CO', 'OK')      and ws_net_profit between 100 and 200       )     or     (      ca_country = 'United States'      and      ca_state in ('MA', 'GA', 'MI')      and ws_net_profit between 150 and 300       )     or     (      ca_country = 'United States'      and      ca_state in ('CA', 'IA', 'IL')      and ws_net_profit between 50 and 250       )    ) group by r_reason_desc order by substr(r_reason_desc,1,20)         ,avg(ws_quantity)         ,avg(wr_refunded_cash)         ,avg(wr_fee) limit 100;
86;8;12586.1;70.06;5793792;5379592;15049728;52428800;104857600;524288000;300350464;1746944;2076672;7540736;1654784;0;0;29792800.0;20;date_dim,item,web_sales;select        sum(ws_net_paid) as total_sum    ,i_category    ,i_class    ,grouping(i_category)+grouping(i_class) as lochierarchy    ,rank() over (   partition by grouping(i_category)+grouping(i_class),   case when grouping(i_class) = 0 then i_category end    order by sum(ws_net_paid) desc) as rank_within_parent  from     web_sales    ,date_dim       d1    ,item  where     d1.d_month_seq between 1205 and 1205+11  and d1.d_date_sk = ws_sold_date_sk  and i_item_sk  = ws_item_sk  group by rollup(i_category,i_class)  order by    lochierarchy desc,    case when lochierarchy = 0 then i_category end,    rank_within_parent  limit 100;
88;8;4067.73;215.346;1191936;151263;22578176;52428800;104857600;524288000;300350464;1746944;2812928;2938880;4019200;0;0;105004000.0;119;time_dim,store,household_demographics,store_sales;select  * from  (select count(*) h8_30_to_9  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk         and ss_hdemo_sk = household_demographics.hd_demo_sk       and ss_store_sk = s_store_sk      and time_dim.t_hour = 8      and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))       and store.s_store_name = 'ese') s1,  (select count(*) h9_to_9_30   from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk       and time_dim.t_hour = 9       and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))      and store.s_store_name = 'ese') s2,  (select count(*) h9_30_to_10   from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 9      and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))      and store.s_store_name = 'ese') s3,  (select count(*) h10_to_10_30  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 10       and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))      and store.s_store_name = 'ese') s4,  (select count(*) h10_30_to_11  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 10       and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))      and store.s_store_name = 'ese') s5,  (select count(*) h11_to_11_30  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk       and time_dim.t_hour = 11      and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))      and store.s_store_name = 'ese') s6,  (select count(*) h11_30_to_12  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 11      and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))      and store.s_store_name = 'ese') s7,  (select count(*) h12_to_12_30  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 12      and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or           (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2))      and store.s_store_name = 'ese') s8 ;
89;8;7706.66;72.424;503808;89286;24293376;52428800;104857600;524288000;300350464;1746944;2076672;2250752;2449408;0;0;17084300.0;23;date_dim,store,store_sales,item;select  * from( select i_category, i_class, i_brand,        s_store_name, s_company_name,        d_moy,        sum(ss_sales_price) sum_sales,        avg(sum(ss_sales_price)) over          (partition by i_category, i_brand, s_store_name, s_company_name)          avg_monthly_sales from item, store_sales, date_dim, store where ss_item_sk = i_item_sk and       ss_sold_date_sk = d_date_sk and       ss_store_sk = s_store_sk and       d_year in (2001) and         ((i_category in ('Shoes','Sports','Music') and           i_class in ('athletic','pools','country')          )       or (i_category in ('Children','Women','Home') and           i_class in ('toddlers','fragrances','blinds/shades')          )) group by i_category, i_class, i_brand,          s_store_name, s_company_name, d_moy) tmp1 where case when (avg_monthly_sales <> 0) then (abs(sum_sales - avg_monthly_sales) / avg_monthly_sales) else null end > 0.1 order by sum_sales - avg_monthly_sales, s_store_name limit 100;
92;8;4564.01;3.646;14336;7757;13881344;52428800;104857600;524288000;300350464;1746944;1758208;1761280;848896;0;0;419577.0;17;date_dim,item,web_sales;"select      sum(ws_ext_discount_amt)  as ""Excess Discount Amount""  from      web_sales     ,item     ,date_dim where i_manufact_id = 950 and i_item_sk = ws_item_sk  and d_date between '2000-03-20' and          (cast('2000-03-20' as date) + 90 ) and d_date_sk = ws_sold_date_sk  and ws_ext_discount_amt        > (           SELECT              1.3 * avg(ws_ext_discount_amt)           FROM              web_sales             ,date_dim          WHERE                ws_item_sk = i_item_sk            and d_date between '2000-03-20' and                              (cast('2000-03-20' as date) + 90 )           and d_date_sk = ws_sold_date_sk        )  order by sum(ws_ext_discount_amt) limit 100";
93;8;83250.2;61.974;599040;121230;27412480;52428800;104857600;524288000;300350464;1746944;2060288;2345984;3731456;0;0;27517800.0;17;reason,store_returns,store_sales;select  ss_customer_sk             ,sum(act_sales) sumsales       from (select ss_item_sk                   ,ss_ticket_number                   ,ss_customer_sk                   ,case when sr_return_quantity is not null then (ss_quantity-sr_return_quantity)*ss_sales_price                                                             else (ss_quantity*ss_sales_price) end act_sales             from store_sales left outer join store_returns on (sr_item_sk = ss_item_sk                                                                and sr_ticket_number = ss_ticket_number)                 ,reason             where sr_reason_sk = r_reason_sk               and r_reason_desc = 'reason 49') t       group by ss_customer_sk       order by sumsales, ss_customer_sk limit 100;
94;8;2218320.0;49.534;386048;50446;19856384;52428800;104857600;524288000;300350464;1746944;1926144;2132992;1196032;0;0;4823380.0;20;web_site,customer_address,date_dim,web_returns,web_sales;"select      count(distinct ws_order_number) as ""order count""   ,sum(ws_ext_ship_cost) as ""total shipping cost""   ,sum(ws_net_profit) as ""total net profit"" from    web_sales ws1   ,date_dim   ,customer_address   ,web_site where     d_date between '2000-4-01' and             (cast('2000-4-01' as date) + 60 ) and ws1.ws_ship_date_sk = d_date_sk and ws1.ws_ship_addr_sk = ca_address_sk and ca_state = 'LA' and ws1.ws_web_site_sk = web_site_sk and web_company_name = 'pri' and exists (select *             from web_sales ws2             where ws1.ws_order_number = ws2.ws_order_number               and ws1.ws_warehouse_sk <> ws2.ws_warehouse_sk) and not exists(select *                from web_returns wr1                where ws1.ws_order_number = wr1.wr_order_number) order by count(distinct ws_order_number) limit 100";
96;8;3159.71;12.604;157696;18449;19353600;52428800;104857600;524288000;300350464;1746944;1764352;1904640;1640448;0;0;9818280.0;16;time_dim,store,household_demographics,store_sales;select  count(*)  from store_sales     ,household_demographics      ,time_dim, store where ss_sold_time_sk = time_dim.t_time_sk        and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk     and time_dim.t_hour = 8     and time_dim.t_minute >= 30     and household_demographics.hd_dep_count = 5     and store.s_store_name = 'ese' order by count(*) limit 100;
